    0.000000    1.000000e+00
    0.031250    9.984038e-01
    0.062500    9.936243e-01
    0.093750    9.856891e-01
    0.125000    9.746438e-01
    0.156250    9.605519e-01
    0.187500    9.434941e-01
    0.218750    9.235681e-01
    0.250000    9.008877e-01
    0.281250    8.755821e-01
    0.312500    8.477950e-01
    0.343750    8.176836e-01
    0.375000    7.854176e-01
    0.406250    7.511780e-01
    0.437500    7.151559e-01
    0.468750    6.775510e-01
    0.500000    6.385709e-01
    0.531250    5.984288e-01
    0.562500    5.573429e-01
    0.593750    5.155344e-01
    0.625000    4.732262e-01
    0.656250    4.306418e-01
    0.687500    3.880032e-01
    0.718750    3.455299e-01
    0.750000    3.034375e-01
    0.781250    2.619360e-01
    0.812500    2.212288e-01
    0.843750    1.815114e-01
    0.875000    1.429699e-01
    0.906250    1.057803e-01
    0.937500    7.010711e-02
    0.968750    3.610274e-02
    1.000000    3.906250e-03
    1.031250   -2.635713e-02
    1.062500   -5.457674e-02
    1.093750   -8.065702e-02
    1.125000   -1.045180e-01
    1.156250   -1.260954e-01
    1.187500   -1.453411e-01
    1.218750   -1.622232e-01
    1.250000   -1.767255e-01
    1.281250   -1.888483e-01
    1.312500   -1.986069e-01
    1.343750   -2.060325e-01
    1.375000   -2.111707e-01
    1.406250   -2.140815e-01
    1.437500   -2.148384e-01
    1.468750   -2.135276e-01
    1.500000   -2.102475e-01
    1.531250   -2.051071e-01
    1.562500   -1.982257e-01
    1.593750   -1.897316e-01
    1.625000   -1.797606e-01
    1.656250   -1.684556e-01
    1.687500   -1.559649e-01
    1.718750   -1.424410e-01
    1.750000   -1.280396e-01
    1.781250   -1.129184e-01
    1.812500   -9.723564e-02
    1.843750   -8.114909e-02
    1.875000   -6.481482e-02
    1.906250   -4.838607e-02
    1.937500   -3.201215e-02
    1.968750   -1.583735e-02
    2.000000    0.000000e+00
    2.031250    1.536852e-02
    2.062500    3.014461e-02
    2.093750    4.421325e-02
    2.125000    5.746868e-02
    2.156250    6.981508e-02
    2.187500    8.116705e-02
    2.218750    9.145007e-02
    2.250000    1.006008e-01
    2.281250    1.085676e-01
    2.312500    1.153101e-01
    2.343750    1.207999e-01
    2.375000    1.250201e-01
    2.406250    1.279655e-01
    2.437500    1.296420e-01
    2.468750    1.300667e-01
    2.500000    1.292671e-01
    2.531250    1.272810e-01
    2.562500    1.241558e-01
    2.593750    1.199477e-01
    2.625000    1.147213e-01
    2.656250    1.085489e-01
    2.687500    1.015093e-01
    2.718750    9.368745e-02
    2.750000    8.517336e-02
    2.781250    7.606122e-02
    2.812500    6.644854e-02
    2.843750    5.643519e-02
    2.875000    4.612255e-02
    2.906250    3.561249e-02
    2.937500    2.500658e-02
    2.968750    1.440510e-02
    3.000000    3.906250e-03
    3.031250   -6.394694e-03
    3.062500   -1.640617e-02
    3.093750   -2.604109e-02
    3.125000   -3.521746e-02
    3.156250   -4.385910e-02
    3.187500   -5.189615e-02
    3.218750   -5.926560e-02
    3.250000   -6.591173e-02
    3.281250   -7.178645e-02
    3.312500   -7.684964e-02
    3.343750   -8.106932e-02
    3.375000   -8.442180e-02
    3.406250   -8.689179e-02
    3.437500   -8.847234e-02
    3.468750   -8.916478e-02
    3.500000   -8.897857e-02
    3.531250   -8.793108e-02
    3.562500   -8.604726e-02
    3.593750   -8.335935e-02
    3.625000   -7.990644e-02
    3.656250   -7.573397e-02
    3.687500   -7.089328e-02
    3.718750   -6.544099e-02
    3.750000   -5.943844e-02
    3.781250   -5.295102e-02
    3.812500   -4.604756e-02
    3.843750   -3.879960e-02
    3.875000   -3.128074e-02
    3.906250   -2.356589e-02
    3.937500   -1.573062e-02
    3.968750   -7.850414e-03
    4.000000    0.000000e+00
    4.031250    7.747318e-03
    4.062500    1.532031e-02
    4.093750    2.265046e-02
    4.125000    2.967253e-02
    4.156250    3.632511e-02
    4.187500    4.255115e-02
    4.218750    4.829840e-02
    4.250000    5.351983e-02
    4.281250    5.817399e-02
    4.312500    6.222530e-02
    4.343750    6.564429e-02
    4.375000    6.840783e-02
    4.406250    7.049921e-02
    4.437500    7.190820e-02
    4.468750    7.263111e-02
    4.500000    7.267068e-02
    4.531250    7.203599e-02
    4.562500    7.074229e-02
    4.593750    6.881079e-02
    4.625000    6.626835e-02
    4.656250    6.314719e-02
    4.687500    5.948452e-02
    4.718750    5.532210e-02
    4.750000    5.070584e-02
    4.781250    4.568528e-02
    4.812500    4.031311e-02
    4.843750    3.464462e-02
    4.875000    2.873718e-02
    4.906250    2.264968e-02
    4.937500    1.644192e-02
    4.968750    1.017411e-02
    5.000000    3.906250e-03
    5.031250   -2.302392e-03
    5.062500   -8.393837e-03
    5.093750   -1.431192e-02
    5.125000   -2.000277e-02
    5.156250   -2.541532e-02
    5.187500   -3.050171e-02
    5.218750   -3.521774e-02
    5.250000   -3.952318e-02
    5.281250   -4.338217e-02
    5.312500   -4.676342e-02
    5.343750   -4.964054e-02
    5.375000   -5.199216e-02
    5.406250   -5.380210e-02
    5.437500   -5.505946e-02
    5.468750   -5.575865e-02
    5.500000   -5.589943e-02
    5.531250   -5.548677e-02
    5.562500   -5.453082e-02
    5.593750   -5.304672e-02
    5.625000   -5.105443e-02
    5.656250   -4.857845e-02
    5.687500   -4.564759e-02
    5.718750   -4.229460e-02
    5.750000   -3.855589e-02
    5.781250   -3.447107e-02
    5.812500   -3.008263e-02
    5.843750   -2.543542e-02
    5.875000   -2.057629e-02
    5.906250   -1.555358e-02
    5.937500   -1.041665e-02
    5.968750   -5.215454e-03
    6.000000    0.000000e+00
    6.031250    5.180071e-03
    6.062500    1.027597e-02
    6.093750    1.524019e-02
    6.125000    2.002697e-02
    6.156250    2.459267e-02
    6.187500    2.889619e-02
    6.218750    3.289932e-02
    6.250000    3.656705e-02
    6.281250    3.986791e-02
    6.312500    4.277419e-02
    6.343750    4.526218e-02
    6.375000    4.731236e-02
    6.406250    4.890955e-02
    6.437500    5.004297e-02
    6.468750    5.070634e-02
    6.500000    5.089791e-02
    6.531250    5.062036e-02
    6.562500    4.988081e-02
    6.593750    4.869068e-02
    6.625000    4.706553e-02
    6.656250    4.502491e-02
    6.687500    4.259208e-02
    6.718750    3.979384e-02
    6.750000    3.666017e-02
    6.781250    3.322396e-02
    6.812500    2.952065e-02
    6.843750    2.558789e-02
    6.875000    2.146516e-02
    6.906250    1.719339e-02
    6.937500    1.281455e-02
    6.968750    8.371221e-03
    7.000000    3.906250e-03
    7.031250   -5.377098e-04
    7.062500   -4.918578e-03
    7.093750   -9.195243e-03
    7.125000   -1.332794e-02
    7.156250   -1.727861e-02
    7.187500   -2.101127e-02
    7.218750   -2.449229e-02
    7.250000   -2.769072e-02
    7.281250   -3.057856e-02
    7.312500   -3.313099e-02
    7.343750   -3.532658e-02
