Source Location (kilometers) : (0, 0, 3).
Receiver Location (kilometers) : (223.336, 4.1487, 0).
theta = 9.95436, phi = 89.9995,  c0(zground) = 0.33676 km/s
# x [km]	y [km]	z [km]	Geo. Atten. [dB]	Atmo. Atten. [dB]	Travel Time [s]	  rho  	   c [km/s]  	   u [km/s]  	   v [km/s]  	   w [km/s]  	Slowness_x [s/km]	Slowness_y [s/km]	Slowness_z [s/km]	Jacobian [km^2/rad^2]
177.994	2.96116	16.1704	-68.5556	-0.0279449	586.771	0.000171896	0.291937	0.0212655	0.000783142	0	2.83132	0.0207564	-1.59647	-6704.14
179.105	2.97468	15.5992	-68.0758	-0.0279623	590.784	0.000186923	0.292987	0.022064	0.00209995	0	2.83134	0.0209967	-1.55619	-6519.4
180.225	2.99224	15.0439	-67.5714	-0.0279791	594.767	0.000202426	0.294219	0.0235514	0.002742	0	2.83136	0.0212762	-1.49709	-6255.82
181.355	3.01139	14.5091	-67.0697	-0.0279953	598.714	0.000219149	0.29492	0.0256027	0.0029744	0	2.83137	0.0216426	-1.43747	-5973.1
182.493	3.03181	13.993	-66.5973	-0.0280102	602.632	0.000238161	0.294663	0.0278764	0.00353192	0	2.83136	0.0219346	-1.39486	-5736.39
183.637	3.05665	13.4891	-66.1718	-0.0280234	606.532	0.000259341	0.293825	0.0296698	0.0053386	0	2.83132	0.0219471	-1.37617	-5584.14
184.782	3.09187	12.9899	-65.7834	-0.0280349	610.427	0.000281948	0.293151	0.0303915	0.00886641	0	2.83125	0.0216528	-1.3767	-5511.66
185.927	3.14179	12.4894	-65.3512	-0.028045	614.323	0.000309283	0.29281	0.0300314	0.0127988	0	2.83119	0.0211932	-1.38583	-5480.18
187.069	3.20227	11.9857	-64.9693	-0.0280538	618.226	0.000333742	0.293348	0.0292064	0.0142288	0	2.83114	0.0208645	-1.3947	-5449.73
188.209	3.26527	11.4779	-64.5784	-0.0280618	622.13	0.000358528	0.294527	0.0279067	0.0139144	0	2.83112	0.0208758	-1.3995	-5412.41
189.349	3.32735	10.9687	-64.1595	-0.0280692	626.032	0.000383834	0.296222	0.0266707	0.0133616	0	2.83112	0.021189	-1.38881	-5330.73
190.491	3.38681	10.4623	-63.7294	-0.0280759	629.924	0.0004093	0.298271	0.0254106	0.0121246	0	2.83113	0.0216589	-1.36819	-5224.43
191.635	3.43966	9.96152	-63.2876	-0.0280822	633.803	0.000434749	0.300684	0.0240535	0.0103472	0	2.83115	0.022125	-1.3381	-5097.45
192.782	3.48636	9.46821	-62.8485	-0.0280877	637.668	0.000460347	0.303181	0.0226342	0.00928891	0	2.83117	0.0224135	-1.30497	-4964.51
193.934	3.53052	8.98532	-62.3822	-0.0280926	641.515	0.000485839	0.305828	0.0216103	0.00903789	0	2.83116	0.0224785	-1.2596	-4778.62
195.092	3.57349	8.5169	-61.8969	-0.0280968	645.339	0.000511332	0.308425	0.0209599	0.00866685	0	2.83114	0.0223795	-1.2069	-4555.32
196.257	3.61371	8.06504	-61.4033	-0.0281002	649.137	0.000536466	0.310935	0.0204459	0.00782904	0	2.83112	0.0221843	-1.15375	-4314.77
197.428	3.65025	7.62898	-60.9221	-0.028103	652.913	0.000561823	0.313287	0.0197472	0.00702348	0	2.8311	0.0219583	-1.10848	-4093.33
198.604	3.68395	7.20556	-60.4586	-0.0281051	656.671	0.000587629	0.315447	0.0188867	0.006435	0	2.83109	0.0216931	-1.07125	-3895.16
199.782	3.7158	6.7915	-60.0266	-0.0281067	660.416	0.000614141	0.317412	0.0177229	0.00624875	0	2.83108	0.0214022	-1.04786	-3734.25
200.963	3.74811	6.3827	-59.5912	-0.0281079	664.151	0.000641419	0.319255	0.016641	0.00672784	0	2.83108	0.0211944	-1.02734	-3570.48
202.147	3.78225	5.98275	-59.0931	-0.0281088	667.873	0.000668326	0.321265	0.0159534	0.00725326	0	2.83109	0.0210967	-0.99116	-3350.75
203.334	3.81766	5.59603	-58.5561	-0.0281094	671.578	0.000694872	0.323169	0.015578	0.00743551	0	2.8311	0.0210962	-0.948953	-3103.11
204.526	3.85319	5.22559	-57.9607	-0.0281099	675.263	0.000721001	0.325007	0.0154934	0.00731384	0	2.83111	0.0211973	-0.899179	-2824.11
205.724	3.88796	4.87489	-57.29	-0.0281103	678.925	0.000746418	0.326744	0.015683	0.00697459	0	2.83112	0.0213887	-0.8419	-2515.54
206.927	3.92141	4.54584	-56.5609	-0.0281106	682.564	0.000770855	0.328335	0.0158743	0.00650616	0	2.83113	0.0216497	-0.785786	-2204.39
208.134	3.95337	4.23684	-55.7968	-0.0281109	686.182	0.000794585	0.329757	0.0158497	0.00599147	0	2.83115	0.0219544	-0.739025	-1914.14
209.344	3.98354	3.94292	-55.0358	-0.0281111	689.783	0.00081828	0.330978	0.0154661	0.00533535	0	2.83117	0.0222817	-0.709027	-1664.31
210.552	4.01121	3.65671	-54.313	-0.0281113	693.371	0.000842446	0.332065	0.0145812	0.00443699	0	2.8312	0.0225895	-0.699551	-1463.4
211.757	4.03539	3.37039	-53.6152	-0.0281115	696.949	0.000867463	0.333096	0.0132464	0.00326708	0	2.83123	0.0228555	-0.708277	-1297.53
212.955	4.0551	3.07705	-52.9561	-0.0281116	700.517	0.000893961	0.334058	0.011428	0.00190421	0	2.83126	0.0230871	-0.735796	-1164.7
214.141	4.06996	2.77095	-52.2948	-0.0281117	704.073	0.000922502	0.335066	0.0092123	0.000643545	0	2.83128	0.0232685	-0.773272	-1048.84
215.311	4.08096	2.4538	-51.5095	-0.0281118	707.603	0.00095163	0.336315	0.00702683	-9.85483e-05	0	2.83128	0.0234297	-0.801383	-917.906
216.459	4.09044	2.13112	-50.8354	-0.0281119	711.08	0.000956645	0.336519	0.00667748	-0.000154128	0	2.83129	0.0235841	-0.825307	-790.722
217.575	4.09971	1.80841	-50.1102	-0.0281119	714.467	0.000956631	0.336518	0.00667849	-0.000152531	0	2.83129	0.0237358	-0.8485	-667.676
218.643	4.10864	1.49111	-49.2731	-0.028112	717.716	0.000956617	0.336516	0.00667943	-0.000151023	0	2.8313	0.0238827	-0.870679	-549.457
219.642	4.11704	1.18693	-48.3021	-0.0281121	720.762	0.000956605	0.336515	0.00668028	-0.00014963	0	2.8313	0.0240219	-0.891405	-438.49
220.545	4.12469	0.905782	-47.1778	-0.0281121	723.521	0.000956595	0.336514	0.00668102	-0.000148384	0	2.83131	0.024149	-0.910122	-337.841
221.324	4.13132	0.658621	-45.8906	-0.0281121	725.904	0.000956586	0.336513	0.00668164	-0.000147321	0	2.83131	0.0242598	-0.926251	-250.778
221.957	4.13673	0.454577	-44.4525	-0.0281122	727.844	0.000956579	0.336512	0.00668214	-0.000146465	0	2.83132	0.0243506	-0.939348	-179.847
222.438	4.14086	0.297634	-42.9063	-0.0281122	729.32	0.000956574	0.336511	0.00668251	-0.000145819	0	2.83132	0.02442	-0.949292	-125.845
222.78	4.1438	0.185108	-41.3269	-0.0281122	730.37	0.00095657	0.336511	0.00668276	-0.000145362	0	2.83132	0.0244696	-0.956356	-87.4132
223.009	4.14577	0.109233	-39.8113	-0.0281122	731.073	0.000956568	0.336511	0.00668294	-0.000145057	0	2.83132	0.0245029	-0.961087	-61.6311
223.156	4.14704	0.0604647	-38.4578	-0.0281122	731.524	0.000956566	0.336511	0.00668304	-0.000144862	0	2.83132	0.0245243	-0.964116	-45.1147
223.247	4.14782	0.0301673	-37.3407	-0.0281122	731.804	0.000956565	0.33651	0.00668311	-0.000144742	0	2.83132	0.0245376	-0.965992	-34.8754
223.302	4.1483	0.0117654	-36.4895	-0.0281122	731.973	0.000956565	0.33651	0.00668315	-0.000144668	0	2.83132	0.0245456	-0.96713	-28.6643
223.335	4.14858	0.000747314	-35.8868	-0.0281122	732.074	0.000956565	0.33651	0.00668318	-0.000144625	0	2.83132	0.0245504	-0.96781	-24.9483
